exchange_nr,source,company,means_of_exchange,orig_yr,dest_yr,orig_loc_port_modern,orig_loc_region_modern,orig_loc_abr,dest_loc_port,dest_loc_region,dest_loc_abr,textile_quantity,textile_unit,textile_category,textile_subcategory,textile_name,textile_modifier_fulltext,textile_color_arch,textile_color_inf,textile_pattern_arch,textile_process_arch,textile_fiber_arch,textile_geography_arch,textile_quality_arch,textile_other_unknown_arch,textile_quality_inferred,supplier,total_value,price_per_unit
2028388,bgb_14002,VOC,Jeruzalem,1704,1704,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),150,ps.,NA,NA,degesjes,Bengaals,NA,NA,NA,NA,cotton,Bengal,NA,NA,NA,NA,365.25999999999993,2.4350666666666663
2028389,bgb_14002,VOC,Jeruzalem,1704,1704,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),100,ps.,NA,NA,sanen,Bengaals,NA,NA,NA,NA,cotton,Bengal,NA,NA,NA,NA,268.38,2.6837999999999997
2028390,bgb_14002,VOC,Jeruzalem,1704,1704,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),200,ps.,NA,NA,hammans,Bengaals,NA,NA,NA,NA,cotton,Bengal,NA,NA,NA,NA,1658.9475,8.2947375
2028391,bgb_14002,VOC,Jeruzalem,1704,1704,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),1040,ps.,NA,NA,doreas,Bengaals,NA,NA,NA,NA,cotton,Bengal,NA,NA,NA,NA,9545.409999999998,9.178278846153844
2028392,bgb_14002,VOC,Jeruzalem,1704,1704,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),2000,ps.,NA,NA,roemaals,neusdoeken Bengaals,NA,NA,NA,NA,cotton,Bengal,NA,handkerchief,NA,NA,4918.4974999999995,2.4592487499999995
2028393,bgb_14002,VOC,Jeruzalem,1704,1704,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),670,ps.,NA,NA,caffa,Bengaals,NA,NA,NA,NA,cotton,Bengal,NA,NA,NA,NA,6355.737499999999,9.486175373134328
2028394,bgb_14002,VOC,Jeruzalem,1704,1704,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),550,ps.,NA,NA,mallemolens,Bengaals,NA,NA,NA,NA,cotton,Bengal,NA,NA,NA,NA,5568.097499999999,10.123813636363634
2028395,bgb_14002,VOC,Jeruzalem,1704,1704,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),600,ps.,NA,NA,chintz/kalamkari,"Bengaals, van Pattena",NA,NA,NA,NA,cotton,Bengal (Patna),NA,NA,NA,NA,1332.8349999999998,2.2213916666666664
2028396,bgb_14002,VOC,Jeruzalem,1704,1704,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),200,ps.,NA,NA,charconnaes,Bengaals,NA,NA,NA,NA,cotton,Bengal,NA,NA,NA,NA,838.1274999999999,4.190637499999999
2028397,bgb_14002,VOC,Jeruzalem,1704,1704,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),200,ps.,NA,NA,gingham,gestreept Bengaals,NA,NA,striped,NA,cotton,Bengal,NA,NA,NA,NA,784.84,3.9242000000000004
2028398,bgb_14002,VOC,Jeruzalem,1704,1704,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),700,ps.,NA,NA,gingham,taffachelas Bengaals,NA,NA,NA,NA,cotton,Bengal,NA,taffachelas,NA,NA,2766.9075,3.9527249999999996
2028399,bgb_14002,VOC,Jeruzalem,1704,1704,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),200,ps.,NA,NA,gingham,effen Bengaals,NA,NA,plain,NA,cotton,Bengal,NA,NA,NA,NA,632.1875,3.1609375
2028400,bgb_14002,VOC,Jeruzalem,1704,1704,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),200,ps.,NA,NA,gingham,pinasse Bengaals,NA,NA,NA,NA,cotton,Bengal,NA,pinasse,NA,NA,824.775,4.123875
2028401,bgb_14002,VOC,Jeruzalem,1704,1704,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),100,ps.,NA,NA,gerras,Bengaals,NA,NA,NA,NA,cotton,Bengal,NA,NA,NA,NA,226.45,2.2645
2028402,bgb_14002,VOC,Jeruzalem,1704,1704,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),200,ps.,NA,NA,sail cloth,ruw Bengaals,NA,natural,NA,NA,cotton,Bengal,NA,raw,NA,NA,296.55499999999995,1.4827749999999997
2028403,bgb_14002,VOC,Jeruzalem,1704,1704,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),758.75,lb.,fiber (unprocessed),NA,silk,tanny ruw Bengaals,NA,natural,NA,NA,silk (tanna),Bengal,NA,raw,NA,NA,2445.975,3.2236902800658975
2028404,bgb_14002,VOC,Jeruzalem,1704,1704,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),884.25,lb.,fiber (unprocessed),NA,silk,Bengaals,NA,yellow,NA,NA,silk (tussur),NA,NA,NA,NA,NA,1973.7899999999997,2.2321628498727732
2028405,bgb_14002,VOC,Jeruzalem,1704,1704,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),5,ps.,shaped garment,NA,japonse zijde rok,zijden Japans,NA,NA,NA,NA,silk,Japan,NA,NA,NA,NA,263.0775,52.6155
2028406,bgb_14002,VOC,Jeruzalem,1704,1704,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),600,ps.,NA,NA,pelangs,Tonkins,NA,NA,NA,NA,NA,Vietnam (Tonkin),NA,NA,NA,NA,3150,5.25
2028407,bgb_14002,VOC,Jeruzalem,1704,1704,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),1500,lb.,yarn,NA,yarn,katoenen Javaans,NA,NA,NA,NA,cotton,Java,NA,NA,NA,NA,570.64,0.38042666666666664
2028408,bgb_14856,VOC,Driebergen,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),1840,ps.,NA,NA,guinea cloth,gebleekt Tuticorins,NA,white,NA,bleached,cotton,Coromandel Coast (Tuticorin),NA,NA,NA,NA,12653.7775,6.877052989130435
2028409,bgb_14856,VOC,Driebergen,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),1160,ps.,NA,NA,guinea cloth,ruw Tuticorins,NA,natural,NA,NA,cotton,Coromandel Coast (Tuticorin),NA,raw,NA,NA,7474.775,6.443771551724137
2028410,bgb_14856,VOC,Driebergen,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),1600,ps.,NA,NA,salempores,gebleekt Tuticorins,NA,white,NA,bleached,cotton,Coromandel Coast (Tuticorin),NA,NA,NA,NA,4932.025,3.0825156249999996
2028411,bgb_14856,VOC,Driebergen,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),960,ps.,NA,NA,salempores,ruw Tuticorins,NA,natural,NA,NA,cotton,Coromandel Coast (Tuticorin),NA,raw,NA,NA,3110.9399999999996,3.2405625
2028412,bgb_14856,VOC,Driebergen,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),600,ps.,NA,NA,catches,Tuticorins,NA,NA,NA,NA,cotton,Coromandel Coast (Tuticorin),NA,NA,NA,NA,2027.3399999999997,3.3788999999999993
2028413,bgb_14856,VOC,Driebergen,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),320,ps.,NA,NA,peroemoenemolam,gebleekt Tuticorins,NA,white,NA,bleached,NA,Coromandel Coast (Tuticorin),NA,NA,NA,NA,1083.565,3.3861406250000003
2028414,bgb_14856,VOC,Driebergen,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),320,ps.,NA,NA,peroemoenemolam,ruw Tuticorins,NA,natural,NA,NA,NA,Coromandel Coast (Tuticorin),NA,raw,NA,NA,1045.3274999999999,3.2666484375
2028415,bgb_14856,VOC,Driebergen,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),480,ps.,NA,NA,moenemolam,gebleekt Tuticorins,NA,white,NA,bleached,NA,Coromandel Coast (Tuticorin),NA,NA,NA,NA,2071.1949999999997,4.3149895833333325
2028416,bgb_14856,VOC,Driebergen,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),480,ps.,NA,NA,moenemolam,ruw Tuticorins,NA,natural,NA,NA,NA,Coromandel Coast (Tuticorin),NA,raw,NA,NA,2027.3749999999998,4.223697916666667
2028417,bgb_14856,VOC,Driebergen,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),410,ps.,NA,NA,mallemolens,NA,NA,NA,NA,NA,cotton,NA,NA,NA,NA,NA,3659.372499999999,8.925298780487802
2028418,bgb_14856,VOC,Driebergen,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),320,ps.,NA,NA,soesjes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2683.345,8.385453125
2028419,bgb_14856,VOC,Driebergen,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),160,ps.,NA,NA,caffa,Bengaals,NA,NA,NA,NA,cotton,Bengal,NA,NA,NA,NA,1368.2549999999999,8.551593749999999
2028420,bgb_14856,VOC,Driebergen,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),240,ps.,NA,NA,doreas,NA,NA,NA,NA,NA,cotton,NA,NA,NA,NA,NA,1975.6799999999998,8.232
2028421,bgb_14856,VOC,Driebergen,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),50,ps.,NA,NA,therindains,NA,NA,NA,NA,NA,cotton,NA,NA,NA,NA,NA,589.68,11.7936
2028422,bgb_14856,VOC,Driebergen,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),100,ps.,NA,NA,allegias,NA,NA,NA,NA,NA,silk,NA,NA,NA,NA,NA,473.655,4.736549999999999
2028423,bgb_14856,VOC,Driebergen,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),720,ps.,NA,NA,lacorijns,NA,NA,NA,NA,NA,cotton,NA,NA,NA,NA,NA,1919.855,2.6664652777777778
2028424,bgb_14856,VOC,Driebergen,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),900,ps.,NA,NA,chintz/kalamkari,Patnase,NA,NA,NA,NA,cotton,Bengal (Patna),NA,NA,NA,NA,2205.2275,2.4502527777777776
2028425,bgb_14856,VOC,Driebergen,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),910.5,lb.,fiber (unprocessed),NA,silk,eigen gerede,NA,yellow,NA,NA,silk (muga),NA,NA,eigen gerede,NA,NA,2255.855,2.4776002196595277
2028426,bgb_14856,VOC,Driebergen,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),12443.5,lb.,fiber (unprocessed),NA,silk,"tannyzijde, diverse",NA,NA,NA,NA,silk (tanna),NA,NA,assorted,NA,NA,37189.215,2.988645879374774
2028427,bgb_14856,VOC,Driebergen,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),660,ps.,NA,NA,guinea cloth,Coromandels,NA,NA,NA,NA,cotton,Coromandel Coast,NA,NA,NA,NA,4933.53,7.475045454545454
2028428,bgb_14856,VOC,Driebergen,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),320,ps.,NA,NA,negro kleden,Coromandels,NA,NA,NA,NA,cotton,Coromandel Coast,NA,NA,NA,NA,579.1099999999999,1.8097187499999996
2028429,bgb_14856,VOC,Driebergen,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),480,ps.,NA,NA,salempores,Coromandels,NA,NA,NA,NA,cotton,Coromandel Coast,NA,NA,NA,NA,1594.3725,3.321609375
2028430,bgb_14856,VOC,Driebergen,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),160,ps.,NA,NA,percallen,gebleekt Coromandels,NA,white,NA,bleached,cotton,Coromandel Coast,NA,NA,NA,NA,270.6375,1.691484375
2028431,bgb_14856,VOC,Driebergen,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),100,ps.,NA,NA,muris,gemeen Coromandels,NA,NA,NA,NA,cotton,Coromandel Coast,ordinary,NA,NA,NA,301.77,3.0176999999999996
2028432,bgb_14858,VOC,Huis te Hemert,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),1600,ps.,NA,NA,salempores,gebleekt Tuticorins,NA,white,NA,bleached,cotton,Coromandel Coast (Tuticorin),NA,NA,NA,NA,4828.4775,3.0177984374999998
2028433,bgb_14858,VOC,Huis te Hemert,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),960,ps.,NA,NA,salempores,ruw Tuticorins,NA,natural,NA,NA,cotton,Coromandel Coast (Tuticorin),NA,raw,NA,NA,3010.77,3.13621875
2028434,bgb_14858,VOC,Huis te Hemert,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),600,ps.,NA,NA,catches,Tuticorins,NA,NA,NA,NA,cotton,Coromandel Coast (Tuticorin),NA,NA,NA,NA,2009.6999999999998,3.3494999999999995
2028435,bgb_14858,VOC,Huis te Hemert,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),480,ps.,NA,NA,moenemolam,ruw Tuticorins,NA,natural,NA,NA,NA,Coromandel Coast (Tuticorin),NA,raw,NA,NA,1974.3324999999998,4.113192708333333
2028436,bgb_14858,VOC,Huis te Hemert,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),480,ps.,NA,NA,moenemolam,gebleekt Tuticorins,NA,white,NA,bleached,NA,Coromandel Coast (Tuticorin),NA,NA,NA,NA,2042.8625,4.255963541666667
2028437,bgb_14858,VOC,Huis te Hemert,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),320,ps.,NA,NA,peroemoenemolam,ruw Tuticorins,NA,natural,NA,NA,NA,Coromandel Coast (Tuticorin),NA,raw,NA,NA,1024.4675,3.2014609375
2028438,bgb_14858,VOC,Huis te Hemert,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),320,ps.,NA,NA,peroemoenemolam,gebleekt Tuticorins,NA,white,NA,bleached,NA,Coromandel Coast (Tuticorin),NA,NA,NA,NA,1100.5225,3.4391328125
2028439,bgb_14858,VOC,Huis te Hemert,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),1000,ps.,NA,NA,guinea cloth,ruw Tuticorins,NA,natural,NA,NA,cotton,Coromandel Coast (Tuticorin),NA,raw,NA,NA,6395.129999999999,6.395129999999999
2028440,bgb_14858,VOC,Huis te Hemert,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),1660,ps.,NA,NA,guinea cloth,gebleekt Tuticorins,NA,white,NA,bleached,cotton,Coromandel Coast (Tuticorin),NA,NA,NA,NA,11348.925,6.836701807228915
2028441,bgb_14858,VOC,Huis te Hemert,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),370,ps.,NA,NA,mallemolens,NA,NA,NA,NA,NA,cotton,NA,NA,NA,NA,NA,3678.745,9.942554054054053
2028442,bgb_14858,VOC,Huis te Hemert,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),330,ps.,NA,NA,soesjes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2993.515,9.071257575757576
2028443,bgb_14858,VOC,Huis te Hemert,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),160,ps.,NA,NA,caffa,Bengaals,NA,NA,NA,NA,cotton,Bengal,NA,NA,NA,NA,1341.6725000000001,8.385453125000002
2028444,bgb_14858,VOC,Huis te Hemert,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),240,ps.,NA,NA,doreas,NA,NA,NA,NA,NA,cotton,NA,NA,NA,NA,NA,1879.5874999999999,7.831614583333333
2028445,bgb_14858,VOC,Huis te Hemert,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),900,ps.,NA,NA,chintz/kalamkari,Patnase,NA,NA,NA,NA,cotton,Bengal (Patna),NA,NA,NA,NA,2213.2075,2.4591194444444446
2028446,bgb_14858,VOC,Huis te Hemert,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),540,ps.,NA,NA,lacorijns,NA,NA,NA,NA,NA,cotton,NA,NA,NA,NA,NA,1551.6374999999998,2.8734027777777773
2028447,bgb_14858,VOC,Huis te Hemert,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),50,ps.,NA,NA,therindains,NA,NA,NA,NA,NA,cotton,NA,NA,NA,NA,NA,771.2949999999998,15.425899999999997
2028448,bgb_14858,VOC,Huis te Hemert,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),910.5,lb.,fiber (unprocessed),NA,silk,eigen gerede,NA,yellow,NA,NA,silk (muga),NA,NA,eigen gerede,NA,NA,2181.0425,2.395433827567271
2028449,bgb_14858,VOC,Huis te Hemert,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),10926,lb.,fiber (unprocessed),NA,silk,tanny- and tanna-banna zijde samen,NA,NA,NA,NA,silk (tanna),NA,NA,NA,NA,NA,32690.3675,2.9919794526816768
2028450,bgb_14858,VOC,Huis te Hemert,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),660,ps.,NA,NA,guinea cloth,Coromandels,NA,NA,NA,NA,cotton,Coromandel Coast,NA,NA,NA,NA,5024.7575,7.613268939393939
2028451,bgb_14858,VOC,Huis te Hemert,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),400,ps.,NA,NA,salempores,Coromandels,NA,NA,NA,NA,cotton,Coromandel Coast,NA,NA,NA,NA,1336.6499999999999,3.3416249999999996
2028452,bgb_14858,VOC,Huis te Hemert,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),100,ps.,NA,NA,muris,Coromandels,NA,NA,NA,NA,cotton,Coromandel Coast,NA,NA,NA,NA,301.735,3.01735
2028453,bgb_14858,VOC,Huis te Hemert,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),160,ps.,NA,NA,percallen,Coromandels,NA,NA,NA,NA,cotton,Coromandel Coast,NA,NA,NA,NA,270.6375,1.691484375
2028454,bgb_14858,VOC,Huis te Hemert,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),160,ps.,NA,NA,negro kleden,Coromandels,NA,NA,NA,NA,cotton,Coromandel Coast,NA,NA,NA,NA,289.55499999999995,1.8097187499999996
2028455,bgb_14887,VOC,Vrijburg,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),3060,ps.,NA,NA,guinea cloth,gebleekt Tuticorins,NA,white,NA,bleached,cotton,Coromandel Coast (Tuticorin),NA,NA,NA,NA,21004.9525,6.864363562091503
2028456,bgb_14887,VOC,Vrijburg,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),800,ps.,NA,NA,guinea cloth,ruw Tuticorins,NA,natural,NA,NA,cotton,Coromandel Coast (Tuticorin),NA,raw,NA,NA,5174.82,6.468525
2028457,bgb_14887,VOC,Vrijburg,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),1600,ps.,NA,NA,salempores,gebleekt Tuticorins,NA,white,NA,bleached,cotton,Coromandel Coast (Tuticorin),NA,NA,NA,NA,4974.549999999999,3.1090937499999995
2028458,bgb_14887,VOC,Vrijburg,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),480,ps.,NA,NA,catches,chillegatje,NA,NA,NA,NA,cotton,NA,NA,chillegatje,NA,NA,814.3275,1.696515625
2028459,bgb_14887,VOC,Vrijburg,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),240,ps.,NA,NA,peroemoenemolam,ruw Tuticorins,NA,natural,NA,NA,NA,Coromandel Coast (Tuticorin),NA,raw,NA,NA,818.4925000000001,3.4103854166666667
2028460,bgb_14887,VOC,Vrijburg,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),240,ps.,NA,NA,peroemoenemolam,gebleekt Tuticorins,NA,white,NA,bleached,NA,Coromandel Coast (Tuticorin),NA,NA,NA,NA,807.3449999999999,3.3639374999999996
2028461,bgb_14887,VOC,Vrijburg,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),640,ps.,NA,NA,catches,Tuticorins,NA,NA,NA,NA,cotton,Coromandel Coast (Tuticorin),NA,NA,NA,NA,2307.6899999999996,3.605765624999999
2028462,bgb_14887,VOC,Vrijburg,1703,1704,Galle,Sri Lanka (former Ceylon),Sri Lanka (fmr Ceylon),Amsterdam,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),480,ps.,NA,NA,salempores,ruw Tuticorins,NA,natural,NA,NA,cotton,Coromandel Coast (Tuticorin),NA,raw,NA,NA,1538.9325,3.2061093749999996
